REST, 2n
REST, 4n
F#4, 8n
F#4, 8n

B4, 4n
F#4, 8n
F#4, 8n
G#4, 8n
G#4, 8n
F#4, 4n

D#4, 4n
F#4, 4n
D#4, 4n
F#4, 8n
F#4, 8n

B4, 4n
F#4, 8n
F#4, 8n
G#4, 8n
G#4, 8n
F#4, 4n

D#4, 4n
F#4, 4n
D#4, 4n
F#4, 8n
F#4, 8n


B4, 4n
REST, 4n
C#5, 4n
REST, 4n

D#5, 8tr
C#5, 8tr
D#5, 8tr
E5, 8dn
D#5, 16n
REST, 8n
C#5, 8n
B4, 4n

REST, 4n
A#4, 4n
REST, 4n
B4, 4n
REST, 1n

